train/loss_step,train/acc_step,epoch,step,val/loss,val/acc,hp_metric,val/acc_best
0.49012452363967896,0.8359375,0,49,,,,
0.23212593793869019,0.921875,0,99,,,,
0.38648730516433716,0.875,0,149,,,,
0.2548515796661377,0.921875,0,199,,,,
0.3413633406162262,0.8515625,0,249,,,,
0.24675899744033813,0.921875,0,299,,,,
0.21074485778808594,0.921875,0,349,,,,
,,0,351,0.24795635044574738,0.9132000207901001,0.24795635044574738,0.9132000207901001
